purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_delivery_date,order_quantity,unit_cost,total_cost,status
PO-003899,TEC-AC-10001714,SUP-TEC-04,CoreLink Systems,2016-12-22,2017-01-03,16,$12.76,$204.16,Closed
PO-001088,OFF-AP-10001563,SUP-OFF-03,Prime Workplace Essentials,2016-12-23,2017-01-03,22,$15.23,$335.06,Closed
PO-004208,TEC-MA-10001148,SUP-TEC-02,BlueCircuit Supply,2016-12-24,2017-01-08,12,$285.48,"$3,425.76",Closed
PO-004281,TEC-PH-10000148,SUP-TEC-04,CoreLink Systems,2016-12-24,2017-01-04,13,$6.52,$84.76,Closed
PO-000464,FUR-FU-10000747,SUP-FUR-01,Northwood Furnishings,2016-12-25,2017-01-09,24,$26.15,$627.60,Closed
PO-001192,OFF-AP-10003779,SUP-OFF-01,Pinnacle Paper & Office,2016-12-25,2017-01-05,16,$31.49,$503.84,Closed
PO-001557,OFF-AR-10003958,SUP-OFF-04,Evergreen Office Goods,2016-12-25,2017-01-01,10,$1.58,$15.80,Closed
PO-002200,OFF-BI-10004492,SUP-OFF-01,Pinnacle Paper & Office,2016-12-25,2017-01-01,25,$11.00,$275.00,Closed
PO-002612,OFF-LA-10003190,SUP-OFF-01,Pinnacle Paper & Office,2016-12-25,2016-12-31,23,$1.21,$27.83,Closed
PO-003085,OFF-PA-10002787,SUP-OFF-04,Evergreen Office Goods,2016-12-25,2016-12-31,25,$3.23,$80.75,Closed
PO-004177,TEC-CO-10004202,SUP-TEC-03,Apex Digital Wholesale,2016-12-25,2017-01-02,19,$121.14,"$2,301.66",Closed
PO-002460,OFF-FA-10002815,SUP-OFF-01,Pinnacle Paper & Office,2016-12-26,2017-01-03,18,$2.77,$49.86,Closed - Split Delivery
PO-000339,FUR-CH-10004218,SUP-FUR-01,Northwood Furnishings,2016-12-27,2017-01-08,24,$100.62,"$2,414.88",Closed
PO-000979,FUR-TA-10004154,SUP-FUR-02,Atlas Workspace Supply,2016-12-27,2017-01-16,20,$117.77,"$2,355.40",Closed
PO-002296,OFF-EN-10001434,SUP-OFF-03,Prime Workplace Essentials,2016-12-27,2017-01-06,17,$17.62,$299.54,Closed
PO-003589,OFF-ST-10002957,SUP-OFF-04,Evergreen Office Goods,2016-12-27,2017-01-06,25,$2.89,$72.25,Closed
PO-004094,TEC-AC-10004227,SUP-TEC-03,Apex Digital Wholesale,2016-12-27,2017-01-06,13,$6.96,$90.48,Closed
PO-004628,TEC-PH-10004080,SUP-TEC-01,Vertex Tech Distribution,2016-12-28,2017-01-05,10,$47.92,$479.20,Closed
PO-002359,OFF-EN-10003296,SUP-OFF-04,Evergreen Office Goods,2016-12-30,2017-01-09,22,$62.53,"$1,375.66",Closed
PO-001749,OFF-BI-10001072,SUP-OFF-04,Evergreen Office Goods,2016-12-31,2017-01-08,21,$3.83,$80.43,Closed
PO-001998,OFF-BI-10002954,SUP-OFF-01,Pinnacle Paper & Office,2016-12-31,2017-01-10,25,$2.00,$50.00,Closed
PO-002201,OFF-BI-10004492,SUP-OFF-01,Pinnacle Paper & Office,2016-12-31,2017-01-05,24,$11.00,$264.00,Closed - Split Delivery
PO-002220,OFF-BI-10004632,SUP-OFF-03,Prime Workplace Essentials,2016-12-31,2017-01-11,16,$107.78,"$1,724.48",Closed - Split Delivery
PO-000691,FUR-FU-10003374,SUP-FUR-03,Summit Office Interiors,2017-01-02,2017-01-12,10,$52.00,$520.00,Closed
PO-000861,FUR-TA-10000617,SUP-FUR-03,Summit Office Interiors,2017-01-03,2017-01-21,24,$72.98,"$1,751.52",Closed
PO-002189,OFF-BI-10004364,SUP-OFF-03,Prime Workplace Essentials,2017-01-03,2017-01-09,13,$1.34,$17.42,Closed
PO-003221,OFF-PA-10004039,SUP-OFF-04,Evergreen Office Goods,2017-01-03,2017-01-07,11,$7.72,$84.92,Closed
PO-003637,OFF-ST-10003692,SUP-OFF-02,Metro Stationery Co.,2017-01-03,2017-01-14,19,$17.62,$334.78,Closed
PO-003945,TEC-AC-10002217,SUP-TEC-03,Apex Digital Wholesale,2017-01-03,2017-01-12,15,$6.83,$102.45,Closed
PO-004005,TEC-AC-10002942,SUP-TEC-02,BlueCircuit Supply,2017-01-03,2017-01-19,16,$44.24,$707.84,Closed
PO-004010,TEC-AC-10003027,SUP-TEC-04,CoreLink Systems,2017-01-04,2017-01-12,13,$20.72,$269.36,Closed
PO-000515,FUR-FU-10001475,SUP-FUR-04,Cedar Contract Goods,2017-01-07,2017-01-19,11,$9.78,$107.58,Closed
PO-000981,FUR-TA-10004256,SUP-FUR-03,Summit Office Interiors,2017-01-08,2017-01-23,11,$189.70,"$2,086.70",Closed
PO-001399,OFF-AR-10001955,SUP-OFF-03,Prime Workplace Essentials,2017-01-08,2017-01-13,20,$15.34,$306.80,Closed
PO-000612,FUR-FU-10002445,SUP-FUR-02,Atlas Workspace Supply,2017-01-09,2017-01-19,11,$5.24,$57.64,Closed
PO-001499,OFF-AR-10003477,SUP-OFF-03,Prime Workplace Essentials,2017-01-09,2017-01-18,10,$1.00,$10.00,Closed
PO-000400,FUR-FU-10000076,SUP-FUR-02,Atlas Workspace Supply,2017-01-10,2017-01-28,24,$15.70,$376.80,Closed
PO-003959,TEC-AC-10002335,SUP-TEC-03,Apex Digital Wholesale,2017-01-10,2017-01-24,24,$25.31,$607.44,Closed
PO-004646,TEC-PH-10004241,SUP-TEC-03,Apex Digital Wholesale,2017-01-13,2017-01-23,10,$951.77,"$9,517.70",Closed
PO-002681,OFF-PA-10000007,SUP-OFF-04,Evergreen Office Goods,2017-01-14,2017-01-18,11,$4.85,$53.35,Closed
PO-003222,OFF-PA-10004039,SUP-OFF-04,Evergreen Office Goods,2017-01-14,2017-01-20,17,$7.72,$131.24,Closed
PO-001358,OFF-AR-10001573,SUP-OFF-01,Pinnacle Paper & Office,2017-01-15,2017-01-26,16,$1.90,$30.40,Closed
PO-001919,OFF-BI-10002225,SUP-OFF-03,Prime Workplace Essentials,2017-01-15,2017-01-21,17,$9.50,$161.50,Closed - Split Delivery
PO-002284,OFF-EN-10001137,SUP-OFF-03,Prime Workplace Essentials,2017-01-15,2017-01-21,21,$3.05,$64.05,Closed
PO-002343,OFF-EN-10003040,SUP-OFF-02,Metro Stationery Co.,2017-01-15,2017-01-21,25,$8.27,$206.75,Closed
PO-000168,FUR-CH-10001190,SUP-FUR-02,Atlas Workspace Supply,2017-01-17,2017-01-28,18,$27.93,$502.74,Closed
PO-000710,FUR-FU-10003601,SUP-FUR-04,Cedar Contract Goods,2017-01-17,2017-01-31,16,$105.37,"$1,685.92",Closed
PO-001255,OFF-AR-10000315,SUP-OFF-03,Prime Workplace Essentials,2017-01-17,2017-01-23,14,$1.04,$14.56,Closed
PO-004065,TEC-AC-10003628,SUP-TEC-02,BlueCircuit Supply,2017-01-17,2017-01-27,15,$26.37,$395.55,Closed
PO-003082,OFF-PA-10002764,SUP-OFF-02,Metro Stationery Co.,2017-01-20,2017-01-26,10,$19.21,$192.10,Closed
PO-000044,FUR-BO-10002213,SUP-FUR-02,Atlas Workspace Supply,2017-01-22,2017-02-04,12,$323.27,"$3,879.24",Closed
PO-000516,FUR-FU-10001475,SUP-FUR-04,Cedar Contract Goods,2017-01-22,2017-02-03,24,$9.78,$234.72,Closed
PO-000586,FUR-FU-10002107,SUP-FUR-02,Atlas Workspace Supply,2017-01-22,2017-02-02,12,$2.83,$33.96,Closed
PO-002618,OFF-LA-10003498,SUP-OFF-01,Pinnacle Paper & Office,2017-01-22,2017-02-03,21,$10.85,$227.85,Closed
PO-003490,OFF-ST-10001526,SUP-OFF-04,Evergreen Office Goods,2017-01-23,2017-01-27,23,$83.19,"$1,913.37",Closed
PO-004372,TEC-PH-10001448,SUP-TEC-04,CoreLink Systems,2017-01-23,2017-02-01,10,$35.33,$353.30,Closed
PO-001661,OFF-BI-10000285,SUP-OFF-03,Prime Workplace Essentials,2017-01-24,2017-02-01,24,$1.27,$30.48,Closed
PO-000875,FUR-TA-10001095,SUP-FUR-02,Atlas Workspace Supply,2017-01-25,2017-02-08,22,$74.57,"$1,640.54",Closed
PO-000008,FUR-BO-10000468,SUP-FUR-02,Atlas Workspace Supply,2017-01-30,2017-02-18,22,$30.48,$670.56,Closed
PO-001695,OFF-BI-10000546,SUP-OFF-04,Evergreen Office Goods,2017-01-30,2017-02-06,13,$1.41,$18.33,Closed
PO-002240,OFF-BI-10004781,SUP-OFF-03,Prime Workplace Essentials,2017-01-30,2017-02-08,11,$7.66,$84.26,Closed
PO-002677,OFF-LA-10004689,SUP-OFF-02,Metro Stationery Co.,2017-01-30,2017-02-06,14,$2.57,$35.98,Closed
PO-003206,OFF-PA-10003892,SUP-OFF-02,Metro Stationery Co.,2017-01-30,2017-02-05,15,$36.97,$554.55,Closed
PO-003388,OFF-ST-10000675,SUP-OFF-01,Pinnacle Paper & Office,2017-01-30,2017-02-08,23,$36.54,$840.42,Closed
PO-002056,OFF-BI-10003527,SUP-OFF-01,Pinnacle Paper & Office,2017-01-31,2017-02-09,15,$390.39,"$5,855.85",Closed
PO-003212,OFF-PA-10003936,SUP-OFF-04,Evergreen Office Goods,2017-01-31,2017-02-04,22,$5.91,$130.02,Closed
PO-004639,TEC-PH-10004120,SUP-TEC-02,BlueCircuit Supply,2017-01-31,2017-02-14,24,$55.06,"$1,321.44",Closed
PO-003651,OFF-ST-10003994,SUP-OFF-01,Pinnacle Paper & Office,2017-02-02,2017-02-10,18,$44.41,$799.38,Closed
PO-000194,FUR-CH-10001802,SUP-FUR-01,Northwood Furnishings,2017-02-03,2017-02-13,17,$68.55,"$1,165.35",Closed
PO-003659,OFF-ST-10004180,SUP-OFF-04,Evergreen Office Goods,2017-02-04,2017-02-09,12,$8.60,$103.20,Closed
PO-000876,FUR-TA-10001095,SUP-FUR-02,Atlas Workspace Supply,2017-02-05,2017-02-23,21,$74.57,"$1,565.97",Closed
PO-001214,OFF-AP-10004233,SUP-OFF-01,Pinnacle Paper & Office,2017-02-05,2017-02-11,15,$18.57,$278.55,Closed
PO-001419,OFF-AR-10002240,SUP-OFF-02,Metro Stationery Co.,2017-02-05,2017-02-09,10,$33.45,$334.50,Closed
PO-001921,OFF-BI-10002309,SUP-OFF-04,Evergreen Office Goods,2017-02-05,2017-02-14,19,$3.19,$60.61,Closed
PO-002615,OFF-LA-10003223,SUP-OFF-02,Metro Stationery Co.,2017-02-05,2017-02-15,13,$4.06,$52.78,Closed
PO-003544,OFF-ST-10002344,SUP-OFF-04,Evergreen Office Goods,2017-02-05,2017-02-10,10,$28.00,$280.00,Closed
PO-003670,OFF-ST-10004340,SUP-OFF-02,Metro Stationery Co.,2017-02-05,2017-02-13,24,$30.72,$737.28,Closed
PO-004634,TEC-PH-10004094,SUP-TEC-02,BlueCircuit Supply,2017-02-07,2017-02-22,16,$221.40,"$3,542.40",Closed
PO-000175,FUR-CH-10001270,SUP-FUR-04,Cedar Contract Goods,2017-02-08,2017-02-23,13,$151.01,"$1,963.13",Closed
PO-004515,TEC-PH-10002624,SUP-TEC-03,Apex Digital Wholesale,2017-02-08,2017-02-17,25,$419.82,"$10,495.50",Closed
PO-004133,TEC-AC-10004761,SUP-TEC-02,BlueCircuit Supply,2017-02-09,2017-02-23,19,$6.28,$119.32,Closed
PO-000774,FUR-FU-10004053,SUP-FUR-02,Atlas Workspace Supply,2017-02-10,2017-02-22,20,$6.55,$131.00,Closed
PO-004586,TEC-PH-10003535,SUP-TEC-03,Apex Digital Wholesale,2017-02-12,2017-02-26,17,$12.69,$215.73,Closed
PO-003237,OFF-PA-10004092,SUP-OFF-04,Evergreen Office Goods,2017-02-13,2017-02-24,18,$10.36,$186.48,Closed
PO-000687,FUR-FU-10003274,SUP-FUR-04,Cedar Contract Goods,2017-02-14,2017-03-04,14,$2.25,$31.50,Closed
PO-000999,FUR-TA-10004915,SUP-FUR-02,Atlas Workspace Supply,2017-02-14,2017-03-01,10,$122.34,"$1,223.40",Closed
PO-001375,OFF-AR-10001770,SUP-OFF-02,Metro Stationery Co.,2017-02-14,2017-02-17,14,$1.57,$21.98,Closed
PO-002379,OFF-EN-10004386,SUP-OFF-02,Metro Stationery Co.,2017-02-14,2017-02-20,17,$9.11,$154.87,Closed
PO-002818,OFF-PA-10000791,SUP-OFF-04,Evergreen Office Goods,2017-02-14,2017-02-17,15,$4.38,$65.70,Closed
PO-001930,OFF-BI-10002412,SUP-OFF-03,Prime Workplace Essentials,2017-02-16,2017-02-23,24,$3.57,$85.68,Closed
PO-002404,OFF-FA-10000304,SUP-OFF-03,Prime Workplace Essentials,2017-02-16,2017-02-23,14,$1.00,$14.00,Closed
PO-002660,OFF-LA-10004425,SUP-OFF-01,Pinnacle Paper & Office,2017-02-19,2017-02-27,17,$1.50,$25.50,Closed
PO-002918,OFF-PA-10001736,SUP-OFF-02,Metro Stationery Co.,2017-02-19,2017-03-03,11,$15.45,$169.95,Closed
PO-003732,OFF-SU-10001664,SUP-OFF-01,Pinnacle Paper & Office,2017-02-19,2017-02-27,14,$5.85,$81.90,Closed
PO-000452,FUR-FU-10000629,SUP-FUR-01,Northwood Furnishings,2017-02-21,2017-03-04,20,$14.85,$297.00,Closed
PO-001651,OFF-BI-10000174,SUP-OFF-03,Prime Workplace Essentials,2017-02-21,2017-03-01,11,$3.92,$43.12,Closed
PO-001891,OFF-BI-10002026,SUP-OFF-04,Evergreen Office Goods,2017-02-21,2017-02-28,12,$13.18,$158.16,Closed
PO-002105,OFF-BI-10003727,SUP-OFF-03,Prime Workplace Essentials,2017-02-21,2017-03-04,22,$1.30,$28.60,Closed
PO-002956,OFF-PA-10001892,SUP-OFF-01,Pinnacle Paper & Office,2017-02-21,2017-03-01,14,$3.92,$54.88,Closed
PO-003331,OFF-ST-10000036,SUP-OFF-01,Pinnacle Paper & Office,2017-02-21,2017-02-25,14,$30.97,$433.58,Closed
PO-004508,TEC-PH-10002583,SUP-TEC-03,Apex Digital Wholesale,2017-02-21,2017-02-28,13,$7.40,$96.20,Closed
PO-001061,OFF-AP-10001205,SUP-OFF-01,Pinnacle Paper & Office,2017-02-22,2017-02-26,17,$55.95,$951.15,Closed - Split Delivery
PO-001527,OFF-AR-10003727,SUP-OFF-03,Prime Workplace Essentials,2017-02-22,2017-02-28,18,$5.12,$92.16,Closed
PO-004044,TEC-AC-10003399,SUP-TEC-04,CoreLink Systems,2017-02-22,2017-03-07,16,$37.93,$606.88,Closed
PO-004199,TEC-MA-10000984,SUP-TEC-02,BlueCircuit Supply,2017-02-22,2017-03-03,14,$366.92,"$5,136.88",Closed
PO-004481,TEC-PH-10002398,SUP-TEC-03,Apex Digital Wholesale,2017-02-22,2017-03-07,15,$51.11,$766.65,Closed
PO-000823,FUR-FU-10004712,SUP-FUR-04,Cedar Contract Goods,2017-02-23,2017-03-11,13,$3.42,$44.46,Closed
PO-004478,TEC-PH-10002365,SUP-TEC-02,BlueCircuit Supply,2017-02-24,2017-03-05,10,$7.18,$71.80,Closed
PO-002351,OFF-EN-10003134,SUP-OFF-02,Metro Stationery Co.,2017-02-25,2017-03-03,12,$4.78,$57.36,Closed
PO-002238,OFF-BI-10004738,SUP-OFF-04,Evergreen Office Goods,2017-02-27,2017-03-07,23,$2.24,$51.52,Closed
PO-000038,FUR-BO-10002202,SUP-FUR-01,Northwood Furnishings,2017-03-01,2017-03-17,10,$41.13,$411.30,Closed
PO-004258,TEC-MA-10003979,SUP-TEC-01,Vertex Tech Distribution,2017-03-01,2017-03-17,14,$318.16,"$4,454.24",Closed
PO-001022,OFF-AP-10000326,SUP-OFF-01,Pinnacle Paper & Office,2017-03-02,2017-03-07,10,$44.13,$441.30,Closed
PO-000455,FUR-FU-10000672,SUP-FUR-02,Atlas Workspace Supply,2017-03-03,2017-03-24,13,$11.33,$147.29,Closed
PO-003220,OFF-PA-10004022,SUP-OFF-03,Prime Workplace Essentials,2017-03-03,2017-03-08,10,$6.39,$63.90,Closed
PO-003699,OFF-SU-10000151,SUP-OFF-04,Evergreen Office Goods,2017-03-03,2017-03-12,19,$633.09,"$12,028.71",Closed
PO-003787,OFF-SU-10004782,SUP-OFF-02,Metro Stationery Co.,2017-03-03,2017-03-07,22,$4.70,$103.40,Closed
PO-004000,TEC-AC-10002857,SUP-TEC-03,Apex Digital Wholesale,2017-03-03,2017-03-14,15,$3.34,$50.10,Closed
PO-004396,TEC-PH-10001557,SUP-TEC-03,Apex Digital Wholesale,2017-03-03,2017-03-12,10,$146.16,"$1,461.60",Closed
PO-004137,TEC-AC-10004855,SUP-TEC-03,Apex Digital Wholesale,2017-03-04,2017-03-11,17,$16.02,$272.34,Closed
PO-000729,FUR-FU-10003773,SUP-FUR-01,Northwood Furnishings,2017-03-06,2017-03-22,12,$96.22,"$1,154.64",Closed - Split Delivery
PO-000866,FUR-TA-10000849,SUP-FUR-03,Summit Office Interiors,2017-03-06,2017-03-23,20,$35.80,$716.00,Closed
PO-002179,OFF-BI-10004318,SUP-OFF-01,Pinnacle Paper & Office,2017-03-06,2017-03-11,14,$92.98,"$1,301.72",Closed
PO-001215,OFF-AP-10004233,SUP-OFF-01,Pinnacle Paper & Office,2017-03-08,2017-03-16,16,$18.57,$297.12,Closed
PO-001448,OFF-AR-10002766,SUP-OFF-02,Metro Stationery Co.,2017-03-08,2017-03-19,25,$1.98,$49.50,Closed
PO-002082,OFF-BI-10003676,SUP-OFF-01,Pinnacle Paper & Office,2017-03-08,2017-03-18,24,$2.91,$69.84,Closed - Split Delivery
PO-002197,OFF-BI-10004465,SUP-OFF-03,Prime Workplace Essentials,2017-03-08,2017-03-15,11,$1.92,$21.12,Closed
PO-002503,OFF-FA-10004968,SUP-OFF-01,Pinnacle Paper & Office,2017-03-08,2017-03-15,20,$3.00,$60.00,Closed
PO-002959,OFF-PA-10001934,SUP-OFF-03,Prime Workplace Essentials,2017-03-08,2017-03-15,19,$1.81,$34.39,Closed
PO-004386,TEC-PH-10001530,SUP-TEC-04,CoreLink Systems,2017-03-08,2017-03-20,10,$161.99,"$1,619.90",Closed
PO-004541,TEC-PH-10002890,SUP-TEC-02,BlueCircuit Supply,2017-03-08,2017-03-19,18,$34.12,$614.16,Closed - Split Delivery
PO-000252,FUR-CH-10002647,SUP-FUR-04,Cedar Contract Goods,2017-03-09,2017-03-26,15,$25.61,$384.15,Closed
PO-000725,FUR-FU-10003731,SUP-FUR-03,Summit Office Interiors,2017-03-09,2017-03-25,18,$3.60,$64.80,Closed
PO-002936,OFF-PA-10001801,SUP-OFF-03,Prime Workplace Essentials,2017-03-09,2017-03-12,19,$2.99,$56.81,Closed
PO-004104,TEC-AC-10004469,SUP-TEC-01,Vertex Tech Distribution,2017-03-09,2017-03-16,25,$41.62,"$1,040.50",Closed
PO-003442,OFF-ST-10001272,SUP-OFF-01,Pinnacle Paper & Office,2017-03-10,2017-03-15,18,$37.11,$667.98,Closed - Split Delivery
PO-004272,TEC-PH-10000004,SUP-TEC-03,Apex Digital Wholesale,2017-03-10,2017-03-18,17,$3.55,$60.35,Closed
PO-000484,FUR-FU-10001037,SUP-FUR-03,Summit Office Interiors,2017-03-11,2017-03-30,22,$5.66,$124.52,Closed
PO-001618,OFF-AR-10004956,SUP-OFF-02,Metro Stationery Co.,2017-03-11,2017-03-17,10,$2.59,$25.90,Closed
PO-002027,OFF-BI-10003291,SUP-OFF-04,Evergreen Office Goods,2017-03-11,2017-03-18,17,$2.85,$48.45,Closed
PO-001196,OFF-AP-10003842,SUP-OFF-01,Pinnacle Paper & Office,2017-03-12,2017-03-23,25,$13.50,$337.50,Closed
PO-001770,OFF-BI-10001153,SUP-OFF-02,Metro Stationery Co.,2017-03-12,2017-03-17,19,$11.02,$209.38,Closed
PO-003214,OFF-PA-10003953,SUP-OFF-01,Pinnacle Paper & Office,2017-03-12,2017-03-19,23,$3.21,$73.83,Closed
PO-000343,FUR-CH-10004287,SUP-FUR-02,Atlas Workspace Supply,2017-03-13,2017-03-30,10,$179.28,"$1,792.80",Closed
PO-000835,FUR-FU-10004864,SUP-FUR-01,Northwood Furnishings,2017-03-13,2017-03-24,22,$24.74,$544.28,Closed
PO-001226,OFF-AP-10004540,SUP-OFF-04,Evergreen Office Goods,2017-03-13,2017-03-21,18,$42.87,$771.66,Closed - Split Delivery
PO-002153,OFF-BI-10004141,SUP-OFF-01,Pinnacle Paper & Office,2017-03-13,2017-03-25,17,$1.00,$17.00,Closed
PO-002984,OFF-PA-10001994,SUP-OFF-02,Metro Stationery Co.,2017-03-13,2017-03-17,16,$2.91,$46.56,Closed
PO-003326,OFF-PA-10004996,SUP-OFF-01,Pinnacle Paper & Office,2017-03-13,2017-03-24,24,$5.12,$122.88,Closed
PO-004379,TEC-PH-10001494,SUP-TEC-01,Vertex Tech Distribution,2017-03-13,2017-03-27,16,$289.11,"$4,625.76",Closed - Split Delivery
PO-000100,FUR-BO-10004409,SUP-FUR-01,Northwood Furnishings,2017-03-14,2017-03-30,21,$31.86,$669.06,Closed
PO-002028,OFF-BI-10003291,SUP-OFF-04,Evergreen Office Goods,2017-03-14,2017-03-18,20,$2.85,$57.00,Closed
PO-002960,OFF-PA-10001934,SUP-OFF-03,Prime Workplace Essentials,2017-03-14,2017-03-24,28,$1.81,$50.68,Closed
PO-002061,OFF-BI-10003529,SUP-OFF-04,Evergreen Office Goods,2017-03-15,2017-03-21,14,$1.00,$14.00,Closed
PO-002971,OFF-PA-10001954,SUP-OFF-03,Prime Workplace Essentials,2017-03-15,2017-03-20,22,$37.86,$832.92,Closed
PO-004279,TEC-PH-10000141,SUP-TEC-04,CoreLink Systems,2017-03-16,2017-03-27,14,$28.44,$398.16,Closed
PO-001276,OFF-AR-10000588,SUP-OFF-02,Metro Stationery Co.,2017-03-17,2017-03-28,23,$7.23,$166.29,Closed
PO-002345,OFF-EN-10003055,SUP-OFF-03,Prime Workplace Essentials,2017-03-17,2017-03-25,21,$16.65,$349.65,Closed
PO-004605,TEC-PH-10003800,SUP-TEC-02,BlueCircuit Supply,2017-03-17,2017-04-01,16,$26.46,$423.36,Closed
PO-001188,OFF-AP-10003590,SUP-OFF-01,Pinnacle Paper & Office,2017-03-18,2017-03-22,15,$176.75,"$2,651.25",Closed
PO-000440,FUR-FU-10000409,SUP-FUR-03,Summit Office Interiors,2017-03-19,2017-04-04,20,$6.69,$133.80,Closed
PO-000717,FUR-FU-10003691,SUP-FUR-01,Northwood Furnishings,2017-03-20,2017-03-29,11,$7.04,$77.44,Closed
PO-001620,OFF-AR-10004974,SUP-OFF-03,Prime Workplace Essentials,2017-03-20,2017-03-27,15,$1.00,$15.00,Closed
PO-001943,OFF-BI-10002498,SUP-OFF-03,Prime Workplace Essentials,2017-03-20,2017-03-24,21,$10.09,$211.89,Closed - Split Delivery
PO-004606,TEC-PH-10003800,SUP-TEC-02,BlueCircuit Supply,2017-03-20,2017-04-05,25,$26.46,$661.50,Closed - Split Delivery
PO-000146,FUR-CH-10000665,SUP-FUR-02,Atlas Workspace Supply,2017-03-21,2017-04-05,20,$120.04,"$2,400.80",Closed
PO-001382,OFF-AR-10001868,SUP-OFF-02,Metro Stationery Co.,2017-03-21,2017-03-28,20,$1.00,$20.00,Closed
PO-003713,OFF-SU-10000946,SUP-OFF-02,Metro Stationery Co.,2017-03-21,2017-03-30,12,$4.91,$58.92,Closed
PO-000369,FUR-CH-10004754,SUP-FUR-03,Summit Office Interiors,2017-03-22,2017-04-09,10,$14.20,$142.00,Closed
PO-003848,TEC-AC-10001013,SUP-TEC-03,Apex Digital Wholesale,2017-03-22,2017-04-02,11,$12.13,$133.43,Closed
PO-000632,FUR-FU-10002597,SUP-FUR-04,Cedar Contract Goods,2017-03-23,2017-04-03,10,$3.59,$35.90,Closed
PO-002315,OFF-EN-10002312,SUP-OFF-03,Prime Workplace Essentials,2017-03-23,2017-04-01,18,$2.23,$40.14,Closed
PO-002335,OFF-EN-10002973,SUP-OFF-03,Prime Workplace Essentials,2017-03-23,2017-04-01,11,$1.35,$14.85,Closed
PO-000027,FUR-BO-10001798,SUP-FUR-03,Summit Office Interiors,2017-03-24,2017-04-06,10,$67.01,$670.10,Closed
PO-000071,FUR-BO-10003441,SUP-FUR-01,Northwood Furnishings,2017-03-24,2017-04-11,14,$35.25,$493.50,Closed
PO-002549,OFF-LA-10001297,SUP-OFF-02,Metro Stationery Co.,2017-03-25,2017-03-30,13,$4.03,$52.39,Closed
PO-000410,FUR-FU-10000206,SUP-FUR-02,Atlas Workspace Supply,2017-03-26,2017-04-11,16,$1.00,$16.00,Closed
PO-002947,OFF-PA-10001838,SUP-OFF-03,Prime Workplace Essentials,2017-03-26,2017-03-31,19,$1.91,$36.29,Closed
PO-003249,OFF-PA-10004243,SUP-OFF-03,Prime Workplace Essentials,2017-03-26,2017-04-04,10,$11.96,$119.60,Closed
PO-000775,FUR-FU-10004053,SUP-FUR-02,Atlas Workspace Supply,2017-03-27,2017-04-11,21,$6.55,$137.55,Closed
PO-004203,TEC-MA-10001047,SUP-TEC-01,Vertex Tech Distribution,2017-03-27,2017-04-10,10,"$3,202.30","$32,023.00",Closed
PO-002858,OFF-PA-10001243,SUP-OFF-01,Pinnacle Paper & Office,2017-03-28,2017-04-02,18,$2.53,$45.54,Closed - Split Delivery
PO-003386,OFF-ST-10000649,SUP-OFF-03,Prime Workplace Essentials,2017-03-28,2017-04-02,17,$10.81,$183.77,Closed
PO-003556,OFF-ST-10002485,SUP-OFF-02,Metro Stationery Co.,2017-03-28,2017-04-06,25,$10.52,$263.00,Closed
PO-001725,OFF-BI-10000831,SUP-OFF-01,Pinnacle Paper & Office,2017-03-29,2017-04-05,10,$1.00,$10.00,Closed
PO-004354,TEC-PH-10001254,SUP-TEC-02,BlueCircuit Supply,2017-03-29,2017-04-11,25,$99.34,"$2,483.50",Closed
PO-000730,FUR-FU-10003798,SUP-FUR-02,Atlas Workspace Supply,2017-03-30,2017-04-14,14,$6.20,$86.80,Closed
PO-003246,OFF-PA-10004156,SUP-OFF-01,Pinnacle Paper & Office,2017-03-30,2017-04-10,23,$4.57,$105.11,Closed
PO-000132,FUR-CH-10000454,SUP-FUR-01,Northwood Furnishings,2017-04-01,2017-04-12,14,$110.26,"$1,543.64",Closed - Split Delivery
PO-000928,FUR-TA-10002622,SUP-FUR-03,Summit Office Interiors,2017-04-01,2017-04-12,10,$67.58,$675.80,Closed
PO-001124,OFF-AP-10002350,SUP-OFF-04,Evergreen Office Goods,2017-04-01,2017-04-11,18,$18.25,$328.50,Closed
PO-001471,OFF-AR-10003156,SUP-OFF-04,Evergreen Office Goods,2017-04-01,2017-04-11,15,$2.35,$35.25,Closed
PO-002031,OFF-BI-10003305,SUP-OFF-03,Prime Workplace Essentials,2017-04-01,2017-04-09,15,$1.77,$26.55,Closed
PO-001931,OFF-BI-10002414,SUP-OFF-02,Metro Stationery Co.,2017-04-02,2017-04-08,16,$3.32,$53.12,Closed
PO-002210,OFF-BI-10004584,SUP-OFF-03,Prime Workplace Essentials,2017-04-03,2017-04-08,16,$49.76,$796.16,Closed
PO-002822,OFF-PA-10000807,SUP-OFF-03,Prime Workplace Essentials,2017-04-03,2017-04-07,16,$2.83,$45.28,Closed
PO-003259,OFF-PA-10004327,SUP-OFF-02,Metro Stationery Co.,2017-04-04,2017-04-10,12,$25.07,$300.84,Closed
PO-004373,TEC-PH-10001448,SUP-TEC-04,CoreLink Systems,2017-04-04,2017-04-13,19,$35.33,$671.27,Closed
PO-003709,OFF-SU-10000646,SUP-OFF-04,Evergreen Office Goods,2017-04-05,2017-04-09,19,$58.78,"$1,116.82",Closed
PO-000133,FUR-CH-10000454,SUP-FUR-01,Northwood Furnishings,2017-04-07,2017-04-18,24,$110.26,"$2,646.24",Closed
